Experiment Name,Crossover,Mutation Rate,Mutation,Selection,Survivor Selection,Generation Number,Generation Log File,Best Fitness,Lowest Fitness,Average Fitness,Standard Deviation Fitness,Median Fitness
Combination_Experiment_351,Blend Crossover,0.01,Uniform Mutation,Binary Tournament Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_351/Results_Gen_100_20231225_202721.txt,2.765204877559985,2.7395034059770436,2.7478309947690245,0.0056229762135442405,2.7470058014647383
Combination_Experiment_13,Single Point Crossover,0.01,Gaussian Mutation,Roulette Wheel Selection,Truncation Survivor Selection,94,../RESULTS/Combination_Experiment_13/Results_Gen_94_20231225_212350.txt,0.2918209504298987,0.29038928897964333,0.29110511970477104,0.0007158307251276808,0.29110511970477104
Combination_Experiment_20,Single Point Crossover,0.01,Gaussian Mutation,Rank Selection,Steady State Selection,47,../RESULTS/Combination_Experiment_20/Results_Gen_47_20231225_233605.txt,0.2918209504298987,0.23728971381649028,0.2711259929910148,0.013075458559347792,0.2699090074758251
Combination_Experiment_17,Single Point Crossover,0.01,Gaussian Mutation,Ternary Tournament Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_17/Results_Gen_100_20231225_224713.txt,0.2918209504298987,0.28399212989278105,0.2878209819817333,0.0032932997356009126,0.287883663551577
Combination_Experiment_15,Single Point Crossover,0.01,Gaussian Mutation,Binary Tournament Selection,Truncation Survivor Selection,78,../RESULTS/Combination_Experiment_15/Results_Gen_78_20231225_220442.txt,0.2918209504298987,0.29108751597382326,0.291454233201861,0.0003667172280377162,0.291454233201861
Combination_Experiment_49,Single Point Crossover,0.05,Gaussian Mutation,Roulette Wheel Selection,Truncation Survivor Selection,49,../RESULTS/Combination_Experiment_49/Results_Gen_49_20231225_183808.txt,0.29120005009671157,0.2842219831530067,0.28672843202536197,0.0030744390834327715,0.2848962682996696
Combination_Experiment_24,Single Point Crossover,0.01,Gaussian Mutation,Elitism Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_24/Results_Gen_100_20231225_153417.txt,0.29120005009671157,0.2900490369323202,0.2907489769091549,0.0005017694259682205,0.2909978436984329
Combination_Experiment_47,Single Point Crossover,0.05,Creep Mutation,Elitism Selection,Truncation Survivor Selection,85,../RESULTS/Combination_Experiment_47/Results_Gen_85_20231225_171815.txt,0.29120005009671157,0.29079150523971736,0.2910823023126955,0.00012722564923646476,0.29111868824215814
Combination_Experiment_417,Blend Crossover,0.1,Gaussian Mutation,Stochastic Universal Selection,Truncation Survivor Selection,90,../RESULTS/Combination_Experiment_417/Results_Gen_90_20231226_161809.txt,0.2911999504437457,0.28928882255925464,0.2906861077915259,0.0005044120996066022,0.290788296312393
Combination_Experiment_521,Arithmetic Crossover,0.1,Gaussian Mutation,Ternary Tournament Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_521/Results_Gen_100_20231226_101745.txt,0.29119649888352905,0.29119272237757066,0.29119348392096955,6.740790996096309e-07,0.2911933828234382
Combination_Experiment_414,Blend Crossover,0.1,Gaussian Mutation,Ternary Tournament Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_414/Results_Gen_100_20231226_153514.txt,0.29114844503368853,-1.1365581146826986,0.23816556153475407,0.21559427374796214,0.2911234103894249
Combination_Experiment_523,Arithmetic Crossover,0.1,Gaussian Mutation,Rank Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_523/Results_Gen_100_20231226_110054.txt,0.2911250529422923,0.29106432972092267,0.291080096269197,1.3730533769483771e-05,0.2910803911159481
Combination_Experiment_519,Arithmetic Crossover,0.1,Gaussian Mutation,Binary Tournament Selection,Truncation Survivor Selection,98,../RESULTS/Combination_Experiment_519/Results_Gen_98_20231226_093501.txt,0.2911079807922266,0.2910170441748318,0.2910383396494853,1.9695776893056164e-05,0.29103235978487974
Combination_Experiment_413,Blend Crossover,0.1,Gaussian Mutation,Ternary Tournament Selection,Truncation Survivor Selection,99,../RESULTS/Combination_Experiment_413/Results_Gen_99_20231226_151925.txt,0.2911003258277614,0.2909282562717441,0.2909858322545524,4.151630607425213e-05,0.2909743051033308
Combination_Experiment_425,Blend Crossover,0.1,Uniform Mutation,Ternary Tournament Selection,Truncation Survivor Selection,97,../RESULTS/Combination_Experiment_425/Results_Gen_97_20231226_182837.txt,0.2910743115071411,0.29065879577891085,0.29076727823699106,7.884791763736763e-05,0.29076720974650083
Combination_Experiment_378,Blend Crossover,0.05,Gaussian Mutation,Ternary Tournament Selection,Steady State Selection,99,../RESULTS/Combination_Experiment_378/Results_Gen_99_20231226_044811.txt,0.29104567120932456,-1.4006349294831353,0.21634008104122024,0.27557956114655496,0.2909025133520137
Combination_Experiment_522,Arithmetic Crossover,0.1,Gaussian Mutation,Ternary Tournament Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_522/Results_Gen_100_20231226_104059.txt,0.29101108933403197,-0.8917862602466675,0.21423591554729784,0.22595534222967678,0.2909283027143661
Combination_Experiment_485,Arithmetic Crossover,0.05,Gaussian Mutation,Ternary Tournament Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_485/Results_Gen_100_20231226_124722.txt,0.2909886909434732,0.290862713969759,0.29088809756374545,2.365351137073443e-05,0.2908810823189964
Combination_Experiment_377,Blend Crossover,0.05,Gaussian Mutation,Ternary Tournament Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_377/Results_Gen_100_20231226_043019.txt,0.2909294999451211,0.29069833430289993,0.2907488089168935,4.3578783381087764e-05,0.2907418602995679
Combination_Experiment_365,Blend Crossover,0.05,Creep Mutation,Ternary Tournament Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_365/Results_Gen_100_20231226_005756.txt,0.29090218048370015,0.2905746676035023,0.29067913771267745,8.810098016564074e-05,0.2906524673127123
Combination_Experiment_389,Blend Crossover,0.05,Uniform Mutation,Ternary Tournament Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_389/Results_Gen_100_20231226_075748.txt,0.2908017374045034,0.2905726969223492,0.2906514551851598,5.8568903894197696e-05,0.2906497432517953
Combination_Experiment_487,Arithmetic Crossover,0.05,Gaussian Mutation,Rank Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_487/Results_Gen_100_20231226_140031.txt,0.2905949043508195,0.2903742429795336,0.2904303353973744,4.885734876683243e-05,0.29041447712797386
Combination_Experiment_363,Blend Crossover,0.05,Creep Mutation,Binary Tournament Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_363/Results_Gen_100_20231226_002503.txt,0.29046212733988036,0.28985994814126076,0.29001565857881606,0.00013673321484405853,0.2899853290786206
Combination_Experiment_527,Arithmetic Crossover,0.1,Gaussian Mutation,Elitism Selection,Truncation Survivor Selection,99,../RESULTS/Combination_Experiment_527/Results_Gen_99_20231226_122637.txt,0.29039079983078525,0.28979552487181326,0.28993324938657455,0.00011137524265808671,0.28990196157857884
Combination_Experiment_426,Blend Crossover,0.1,Uniform Mutation,Ternary Tournament Selection,Steady State Selection,99,../RESULTS/Combination_Experiment_426/Results_Gen_99_20231226_184440.txt,0.29035608973236343,0.24543073727246817,0.2874314453007659,0.00741402066196326,0.28924414601141535
Combination_Experiment_37,Single Point Crossover,0.05,Creep Mutation,Roulette Wheel Selection,Truncation Survivor Selection,95,../RESULTS/Combination_Experiment_37/Results_Gen_95_20231225_174841.txt,0.29032374840333175,0.28743754174586006,0.28868479011748904,0.0008204236491059486,0.2886195220604297
Combination_Experiment_399,Blend Crossover,0.1,Creep Mutation,Binary Tournament Selection,Truncation Survivor Selection,99,../RESULTS/Combination_Experiment_399/Results_Gen_99_20231226_111519.txt,0.29015075059823436,0.2887442447709217,0.28915519932235745,0.00032496150650303057,0.2890619673540519
Combination_Experiment_390,Blend Crossover,0.05,Uniform Mutation,Ternary Tournament Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_390/Results_Gen_100_20231226_081333.txt,0.29011146052569214,0.2300536431033471,0.2873734308223347,0.010100200762395031,0.28981652498553356
Combination_Experiment_401,Blend Crossover,0.1,Creep Mutation,Ternary Tournament Selection,Truncation Survivor Selection,99,../RESULTS/Combination_Experiment_401/Results_Gen_99_20231226_115109.txt,0.2900424343216485,0.2888903148181529,0.289254840935154,0.0002763225654358494,0.28920497625118663
Combination_Experiment_483,Arithmetic Crossover,0.05,Gaussian Mutation,Binary Tournament Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_483/Results_Gen_100_20231226_113806.txt,0.29003876456893657,0.2896807582815829,0.28977453790780516,9.245835460425461e-05,0.28974258823383775
Combination_Experiment_375,Blend Crossover,0.05,Gaussian Mutation,Binary Tournament Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_375/Results_Gen_100_20231226_035416.txt,0.290033176611144,0.2887485524857743,0.28912652232707253,0.00026098522926919985,0.2890986674250376
Combination_Experiment_517,Arithmetic Crossover,0.1,Gaussian Mutation,Roulette Wheel Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_517/Results_Gen_100_20231226_050126.txt,0.2899444210045756,0.28920611306380356,0.2894557901348106,0.00019400839205415324,0.28941136952033486
Combination_Experiment_391,Blend Crossover,0.05,Uniform Mutation,Rank Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_391/Results_Gen_100_20231226_082911.txt,0.2895847326885853,0.2883177573008234,0.28857815161900335,0.00024010328866691318,0.2885089763129953
Combination_Experiment_379,Blend Crossover,0.05,Gaussian Mutation,Rank Selection,Truncation Survivor Selection,98,../RESULTS/Combination_Experiment_379/Results_Gen_98_20231226_050608.txt,0.2895495022891953,0.28843633287751935,0.28869886425858765,0.00023445248661330706,0.2886280538318848
Combination_Experiment_353,Blend Crossover,0.01,Uniform Mutation,Ternary Tournament Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_353/Results_Gen_100_20231225_212116.txt,0.28947225767957824,0.2887503324996458,0.28892893362851213,0.0001667361731857521,0.28887924437386875
Combination_Experiment_387,Blend Crossover,0.05,Uniform Mutation,Binary Tournament Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_387/Results_Gen_100_20231226_072523.txt,0.28938578319337144,0.2883042929126253,0.2886221311740481,0.0002738687899765638,0.2885560937237006
Combination_Experiment_23,Single Point Crossover,0.01,Gaussian Mutation,Elitism Selection,Truncation Survivor Selection,57,../RESULTS/Combination_Experiment_23/Results_Gen_57_20231226_003915.txt,0.28920541738538197,0.2821510152304046,0.2853546313874825,0.002309602491983671,0.28519509560074674
Combination_Experiment_376,Blend Crossover,0.05,Gaussian Mutation,Binary Tournament Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_376/Results_Gen_100_20231226_041216.txt,0.28916634996363805,-0.4425099553798555,0.23069660750011634,0.176967750421419,0.28816491547270384
Combination_Experiment_402,Blend Crossover,0.1,Creep Mutation,Ternary Tournament Selection,Steady State Selection,99,../RESULTS/Combination_Experiment_402/Results_Gen_99_20231226_120852.txt,0.28900381581437873,-0.9133409921945803,0.2366170622034967,0.19685754740068362,0.2873462380648765
Combination_Experiment_427,Blend Crossover,0.1,Uniform Mutation,Rank Selection,Truncation Survivor Selection,99,../RESULTS/Combination_Experiment_427/Results_Gen_99_20231226_190021.txt,0.28891780828467417,0.28656782732736247,0.28728129232452004,0.0005456637001363191,0.28711928658237784
Combination_Experiment_380,Blend Crossover,0.05,Gaussian Mutation,Rank Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_380/Results_Gen_100_20231226_052431.txt,0.2888467728471874,-1.4061604229196976,0.17908800968164754,0.30481379124386443,0.28784822493480655
Combination_Experiment_428,Blend Crossover,0.1,Uniform Mutation,Rank Selection,Steady State Selection,99,../RESULTS/Combination_Experiment_428/Results_Gen_99_20231226_191558.txt,0.288798035564082,0.18539666401211485,0.28128553266769674,0.018261816042568924,0.2876889220825244
Combination_Experiment_416,Blend Crossover,0.1,Gaussian Mutation,Rank Selection,Steady State Selection,99,../RESULTS/Combination_Experiment_416/Results_Gen_99_20231226_160518.txt,0.28874987552515907,-0.43926966069573015,0.24483897157815462,0.12279317079992919,0.2862063412366481
Combination_Experiment_403,Blend Crossover,0.1,Creep Mutation,Rank Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_403/Results_Gen_100_20231226_122652.txt,0.28859910602912114,0.2863100645095689,0.2870139190878082,0.0005693393948894817,0.2869510308131427
Combination_Experiment_415,Blend Crossover,0.1,Gaussian Mutation,Rank Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_415/Results_Gen_100_20231226_155019.txt,0.28853774089011924,0.2862336133375975,0.28703057048174463,0.0004949830658820379,0.28699271849089253
Combination_Experiment_367,Blend Crossover,0.05,Creep Mutation,Rank Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_367/Results_Gen_100_20231226_013349.txt,0.2883689222107215,0.28581708714672144,0.286858793947152,0.0007114106528148125,0.28673823608065585
Combination_Experiment_520,Arithmetic Crossover,0.1,Gaussian Mutation,Binary Tournament Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_520/Results_Gen_100_20231226_095612.txt,0.28829648605417596,-2.107961365595387,0.1185585510850349,0.46419889790483254,0.28709556885309406
Combination_Experiment_424,Blend Crossover,0.1,Uniform Mutation,Binary Tournament Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_424/Results_Gen_100_20231226_181334.txt,0.2881137249732896,0.16445090299562273,0.28109296126198813,0.02070961454081361,0.2865881730960814
Combination_Experiment_486,Arithmetic Crossover,0.05,Gaussian Mutation,Ternary Tournament Selection,Steady State Selection,99,../RESULTS/Combination_Experiment_486/Results_Gen_99_20231226_130948.txt,0.2877155391909278,-1.1373435227190598,0.22654335885456311,0.23069587927816243,0.28653083766888243
Combination_Experiment_524,Arithmetic Crossover,0.1,Gaussian Mutation,Rank Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_524/Results_Gen_100_20231226_112107.txt,0.2877062317812935,-0.43300922729263447,0.21050693286809677,0.19203279826861208,0.2864007385371579
Combination_Experiment_368,Blend Crossover,0.05,Creep Mutation,Rank Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_368/Results_Gen_100_20231226_015214.txt,0.2875618752324251,0.014753571525302255,0.2764217371949356,0.04567344725932663,0.2864424240168445
Combination_Experiment_412,Blend Crossover,0.1,Gaussian Mutation,Binary Tournament Selection,Steady State Selection,96,../RESULTS/Combination_Experiment_412/Results_Gen_96_20231226_150118.txt,0.2874408130365138,-1.4479617093033907,0.17769300274217897,0.35560243806933506,0.28103309595863235
Combination_Experiment_489,Arithmetic Crossover,0.05,Gaussian Mutation,Stochastic Universal Selection,Truncation Survivor Selection,83,../RESULTS/Combination_Experiment_489/Results_Gen_83_20231226_144931.txt,0.2872157932742181,-0.3533342424869426,-0.2415532115757162,0.17194821628248297,-0.2744973230051856
Combination_Experiment_355,Blend Crossover,0.01,Uniform Mutation,Rank Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_355/Results_Gen_100_20231225_220744.txt,0.2871897471487862,0.286595886631636,0.2867819864735498,0.0001374269681024398,0.2867550723922044
Combination_Experiment_400,Blend Crossover,0.1,Creep Mutation,Binary Tournament Selection,Steady State Selection,99,../RESULTS/Combination_Experiment_400/Results_Gen_99_20231226_113326.txt,0.2871333139824528,-0.44913390750421794,0.24567439389048246,0.12781391675610723,0.283825996268276
Combination_Experiment_388,Blend Crossover,0.05,Uniform Mutation,Binary Tournament Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_388/Results_Gen_100_20231226_074208.txt,0.2870629024573243,0.2220693773971913,0.2817172774756936,0.01047185875269267,0.2842734018927411
Combination_Experiment_411,Blend Crossover,0.1,Gaussian Mutation,Binary Tournament Selection,Truncation Survivor Selection,98,../RESULTS/Combination_Experiment_411/Results_Gen_98_20231226_144413.txt,0.28698820458116137,0.2827373502592527,0.28384781573994405,0.000852298823985615,0.28370186442404743
Combination_Experiment_392,Blend Crossover,0.05,Uniform Mutation,Rank Selection,Steady State Selection,99,../RESULTS/Combination_Experiment_392/Results_Gen_99_20231226_084452.txt,0.28667709930353336,0.22887904068042225,0.28257241394426125,0.010438533566157945,0.2850748592928471
Combination_Experiment_364,Blend Crossover,0.05,Creep Mutation,Binary Tournament Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_364/Results_Gen_100_20231226_004221.txt,0.28663584535369047,-0.8086755996220932,0.22089607306972756,0.22906196969870848,0.28319389162852604
Combination_Experiment_359,Blend Crossover,0.01,Uniform Mutation,Elitism Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_359/Results_Gen_100_20231225_231002.txt,0.28555855305266686,0.2826540026792751,0.28356698982330647,0.0007586775451462327,0.28338778111596863
Combination_Experiment_366,Blend Crossover,0.05,Creep Mutation,Ternary Tournament Selection,Steady State Selection,99,../RESULTS/Combination_Experiment_366/Results_Gen_99_20231226_011519.txt,0.28470011555251135,-0.35827505954372074,0.26628928310098904,0.09143074114073607,0.2809529909786787
Combination_Experiment_423,Blend Crossover,0.1,Uniform Mutation,Binary Tournament Selection,Truncation Survivor Selection,99,../RESULTS/Combination_Experiment_423/Results_Gen_99_20231226_175740.txt,0.28464296983675746,0.2795606415992472,0.2816505045131531,0.0014013643677979197,0.2815160419532628
Combination_Experiment_385,Blend Crossover,0.05,Uniform Mutation,Roulette Wheel Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_385/Results_Gen_100_20231226_065053.txt,0.28458443680335094,0.2803568464014256,0.28144830655818687,0.0009751938194349762,0.28111077544776514
Combination_Experiment_11,Single Point Crossover,0.01,Creep Mutation,Elitism Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_11/Results_Gen_100_20231225_204137.txt,0.2844494261076191,0.28195645625435956,0.2831622295098014,0.0009453140276236047,0.2835566360482767
Combination_Experiment_395,Blend Crossover,0.05,Uniform Mutation,Elitism Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_395/Results_Gen_100_20231226_093147.txt,0.2842173065638273,0.27600195211138995,0.27758322018664194,0.001681524315584276,0.277112409828572
Combination_Experiment_371,Blend Crossover,0.05,Creep Mutation,Elitism Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_371/Results_Gen_100_20231226_024218.txt,0.28416790135009384,0.28118300716181027,0.2823246646822123,0.0008290644787181265,0.28215801307438654
Combination_Experiment_535,Arithmetic Crossover,0.1,Uniform Mutation,Rank Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_535/Results_Gen_100_20231226_065928.txt,0.2835475249412557,0.28155718179061107,0.2819994206489356,0.00041419141581431197,0.2819200835000619
Combination_Experiment_16,Single Point Crossover,0.01,Gaussian Mutation,Binary Tournament Selection,Steady State Selection,99,../RESULTS/Combination_Experiment_16/Results_Gen_99_20231225_222735.txt,0.28222174985872456,0.2735281128087572,0.279370317739303,0.0034435158273352,0.2808657041448651
Combination_Experiment_488,Arithmetic Crossover,0.05,Gaussian Mutation,Rank Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_488/Results_Gen_100_20231226_142948.txt,0.2819057809612973,-0.4247256604446174,0.24100225736272496,0.13785297820968748,0.2801278297291668
Combination_Experiment_39,Single Point Crossover,0.05,Creep Mutation,Binary Tournament Selection,Truncation Survivor Selection,99,../RESULTS/Combination_Experiment_39/Results_Gen_99_20231225_192045.txt,0.2811968740239911,0.2801042012961749,0.2805742254258368,0.0004311934174237899,0.2803211820174375
Combination_Experiment_383,Blend Crossover,0.05,Gaussian Mutation,Elitism Selection,Truncation Survivor Selection,97,../RESULTS/Combination_Experiment_383/Results_Gen_97_20231226_061349.txt,0.28108271338051627,0.27306075930222773,0.2751382853606958,0.0017640430624276306,0.27469672194532113
Combination_Experiment_409,Blend Crossover,0.1,Gaussian Mutation,Roulette Wheel Selection,Truncation Survivor Selection,99,../RESULTS/Combination_Experiment_409/Results_Gen_99_20231226_140949.txt,0.28041027699852494,0.268999897953335,0.2717015534326392,0.002567905030889852,0.2708471833831831
Combination_Experiment_43,Single Point Crossover,0.05,Creep Mutation,Rank Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_43/Results_Gen_100_20231225_150816.txt,0.2802969134216611,0.2737550840616506,0.2759660845215219,0.001678059432718469,0.27617476637015176
Combination_Experiment_354,Blend Crossover,0.01,Uniform Mutation,Ternary Tournament Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_354/Results_Gen_100_20231225_214401.txt,0.28024919080525174,0.2663324457948234,0.2787526552179727,0.0018738441927040868,0.27893647879942723
Combination_Experiment_373,Blend Crossover,0.05,Gaussian Mutation,Roulette Wheel Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_373/Results_Gen_100_20231226_031834.txt,0.27937179640252724,0.2731347157646754,0.2755751948180938,0.0015899218913585152,0.275294546896966
Combination_Experiment_35,Single Point Crossover,0.01,Uniform Mutation,Elitism Selection,Truncation Survivor Selection,98,../RESULTS/Combination_Experiment_35/Results_Gen_98_20231225_170403.txt,0.27919261476776036,0.2500877412193989,0.27231178113370774,0.010072820128366362,0.27731217447090534
Combination_Experiment_421,Blend Crossover,0.1,Uniform Mutation,Roulette Wheel Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_421/Results_Gen_100_20231226_172550.txt,0.27910143847855273,0.2671098331439005,0.2710581953777248,0.002910546799135265,0.2704167033987801
Combination_Experiment_356,Blend Crossover,0.01,Uniform Mutation,Rank Selection,Steady State Selection,99,../RESULTS/Combination_Experiment_356/Results_Gen_99_20231225_222249.txt,0.27765613438858905,0.27226198061931567,0.27457837628418,0.0012126521045013401,0.2744526279785145
Combination_Experiment_419,Blend Crossover,0.1,Gaussian Mutation,Elitism Selection,Truncation Survivor Selection,98,../RESULTS/Combination_Experiment_419/Results_Gen_98_20231226_165334.txt,0.2768546144689449,0.26268934813434397,0.26715396780679584,0.0038495113991130463,0.26568692178741454
Combination_Experiment_484,Arithmetic Crossover,0.05,Gaussian Mutation,Binary Tournament Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_484/Results_Gen_100_20231226_122450.txt,0.27647249038409616,-1.4173847479534682,0.19924543730087044,0.2748672157335913,0.27264977614856445
Combination_Experiment_352,Blend Crossover,0.01,Uniform Mutation,Binary Tournament Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_352/Results_Gen_100_20231225_210347.txt,0.2764639577005826,0.2554482416522747,0.2737260702604339,0.00310865851549313,0.27428364469529465
Combination_Experiment_40,Single Point Crossover,0.05,Creep Mutation,Binary Tournament Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_40/Results_Gen_100_20231225_194642.txt,0.27527295286133874,-0.4493309010020373,0.20766543807579135,0.16370911386355022,0.26928989900702216
Combination_Experiment_18,Single Point Crossover,0.01,Gaussian Mutation,Ternary Tournament Selection,Steady State Selection,83,../RESULTS/Combination_Experiment_18/Results_Gen_83_20231225_230346.txt,0.27472899662030664,0.2238769208713326,0.24195206959005588,0.02321072059265488,0.22721312251605277
Combination_Experiment_481,Arithmetic Crossover,0.05,Gaussian Mutation,Roulette Wheel Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_481/Results_Gen_100_20231226_105401.txt,0.2737570610391449,0.26928177670167347,0.2706650535572943,0.001175006331100468,0.2702908451976456
Combination_Experiment_12,Single Point Crossover,0.01,Creep Mutation,Elitism Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_12/Results_Gen_100_20231225_210342.txt,0.2734556029283059,-0.4485350748672548,0.24045098173034443,0.13287200174564184,0.27096475648614954
Combination_Experiment_361,Blend Crossover,0.05,Creep Mutation,Roulette Wheel Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_361/Results_Gen_100_20231225_234623.txt,0.27214638321210294,0.2602250417484692,0.2633845065233882,0.002551435318278305,0.26319099343219765
Combination_Experiment_48,Single Point Crossover,0.05,Creep Mutation,Elitism Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_48/Results_Gen_100_20231225_174307.txt,0.27129430102167695,-0.48576237140556094,0.16425754939403017,0.2415298383273612,0.2678213331606874
Combination_Experiment_407,Blend Crossover,0.1,Creep Mutation,Elitism Selection,Truncation Survivor Selection,99,../RESULTS/Combination_Experiment_407/Results_Gen_99_20231226_133431.txt,0.26961999266291464,0.2573116238481947,0.2604666564252737,0.0027730499208928378,0.2594395197242434
Combination_Experiment_31,Single Point Crossover,0.01,Uniform Mutation,Rank Selection,Truncation Survivor Selection,99,../RESULTS/Combination_Experiment_31/Results_Gen_99_20231225_141051.txt,0.2686998748325538,0.26652513406337197,0.2674091561396462,0.0005487293044635976,0.267394166128775
Combination_Experiment_27,Single Point Crossover,0.01,Uniform Mutation,Binary Tournament Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_27/Results_Gen_100_20231225_174654.txt,0.2674688245468302,0.2615051599438446,0.2640465490536908,0.002550027147393326,0.26234911968920993
Combination_Experiment_50,Single Point Crossover,0.05,Gaussian Mutation,Roulette Wheel Selection,Steady State Selection,82,../RESULTS/Combination_Experiment_50/Results_Gen_82_20231225_191005.txt,0.26741866209934895,-2.9873517898601305,-1.4079936470624985,1.2352778070814878,-2.2656492874257563
Combination_Experiment_19,Single Point Crossover,0.01,Gaussian Mutation,Rank Selection,Truncation Survivor Selection,57,../RESULTS/Combination_Experiment_19/Results_Gen_57_20231225_231802.txt,0.26736552277512265,0.24589706901746627,0.2577291790669,0.008293987470074734,0.25882706223750557
Combination_Experiment_42,Single Point Crossover,0.05,Creep Mutation,Ternary Tournament Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_42/Results_Gen_100_20231225_144137.txt,0.2651709020715674,-1.1859451630207902,0.14950314430831413,0.3503064270340587,0.2599763203383382
Combination_Experiment_44,Single Point Crossover,0.05,Creep Mutation,Rank Selection,Steady State Selection,99,../RESULTS/Combination_Experiment_44/Results_Gen_99_20231225_153533.txt,0.2648025653241562,-0.4659995341620757,0.16202862421071937,0.21549267761056123,0.2609676684599543
Combination_Experiment_384,Blend Crossover,0.05,Gaussian Mutation,Elitism Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_384/Results_Gen_100_20231226_063222.txt,0.2622201428942407,-0.607635567545465,0.17694893753339222,0.1862301762865672,0.24768726654537382
Combination_Experiment_408,Blend Crossover,0.1,Creep Mutation,Elitism Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_408/Results_Gen_100_20231226_135219.txt,0.2604500886563621,-1.4826923833194983,0.09862813445783607,0.3628645672779488,0.24560251770167377
Combination_Experiment_28,Single Point Crossover,0.01,Uniform Mutation,Binary Tournament Selection,Steady State Selection,99,../RESULTS/Combination_Experiment_28/Results_Gen_99_20231225_181337.txt,0.25813771572317556,0.248243231378263,0.2539129798669977,0.0023701798094824793,0.2536875017673662
Combination_Experiment_396,Blend Crossover,0.05,Uniform Mutation,Elitism Selection,Steady State Selection,98,../RESULTS/Combination_Experiment_396/Results_Gen_98_20231226_094727.txt,0.2581167204837283,0.1273349878076669,0.22489550752420318,0.029772698718012025,0.23767098487534438
Combination_Experiment_451,Arithmetic Crossover,0.01,Gaussian Mutation,Rank Selection,Truncation Survivor Selection,100,../RESULTS/Combination_Experiment_451/Results_Gen_100_20231225_185140.txt,0.2580550216773341,0.25242386364369457,0.2542217989820666,0.0011624049848095272,0.25417418821608856
Combination_Experiment_372,Blend Crossover,0.05,Creep Mutation,Elitism Selection,Steady State Selection,100,../RESULTS/Combination_Experiment_372/Results_Gen_100_20231226_030036.txt,0.2576753889479604,-0.47429534645616067,0.17201427278283554,0.18816084194234994,0.24373236599037867
